user_id,risk_score,top_risk_factors
1138,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1139,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1140,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1141,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1142,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1143,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1144,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1145,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1146,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1147,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1148,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1149,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1150,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1151,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1152,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1153,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1154,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1155,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1156,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1157,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1158,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1159,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1160,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1161,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1162,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1163,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1164,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1165,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1166,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1167,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1168,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1169,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1170,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1171,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1172,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1173,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1174,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1175,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1176,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1177,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1178,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1179,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1180,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1181,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1182,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1183,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1184,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1185,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1186,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1187,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1188,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1189,98.2,Time spent per session has reduced noticeably; User is using fewer features than before; User sessions have significantly decreased over time
1190,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1191,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1192,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1193,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1194,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1195,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1196,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1197,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1198,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1199,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1200,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1201,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1202,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1203,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1204,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1205,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1206,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1207,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1208,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1209,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1210,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1211,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1212,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1213,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1214,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1215,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1216,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1217,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1218,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1219,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1220,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1221,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1222,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1223,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1224,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1225,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1226,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1227,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1228,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1229,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1230,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1231,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1232,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1233,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1234,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1235,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1236,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1237,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1238,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1239,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1240,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1241,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1242,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1243,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1244,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1245,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1246,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1247,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1248,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1249,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1250,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1251,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1252,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1253,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1254,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1255,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1256,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1257,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1258,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1259,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1260,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1261,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1262,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1263,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1264,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1265,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1266,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1267,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1268,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1269,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1270,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1271,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1272,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1273,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1274,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1275,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1276,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1277,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1278,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1279,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1280,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1281,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1282,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1283,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1284,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1285,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1286,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1287,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1288,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1289,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1290,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1291,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1292,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1293,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1294,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1295,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1296,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1297,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1298,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1299,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1300,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1301,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1302,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1303,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1304,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1305,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1306,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1307,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1308,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1309,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1310,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1311,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1312,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1313,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1314,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1315,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1316,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1317,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1318,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1319,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1320,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1321,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1322,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1323,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1324,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1325,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1326,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1327,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1328,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1329,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1330,98.2,Time spent per session has reduced noticeably; User is using fewer features than before; User sessions have significantly decreased over time
1331,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1332,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1333,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1334,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1335,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1336,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1337,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1338,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1339,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1340,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1341,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1342,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1343,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1344,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1345,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1346,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1347,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1348,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1349,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1350,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1351,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1352,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1353,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1354,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1355,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1356,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1357,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1358,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1359,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1360,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1361,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1362,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1363,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1364,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1365,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1366,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1367,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1368,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1369,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1370,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1371,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1372,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1373,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1374,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1375,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1376,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1377,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1378,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1379,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1380,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1381,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1382,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1383,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1384,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1385,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1386,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1387,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1388,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1389,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1390,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1391,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1392,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1393,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1394,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1395,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1396,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1397,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1398,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1399,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1400,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1401,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1402,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1403,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1404,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1405,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1406,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1407,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1408,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1409,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1410,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1411,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1412,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1413,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1414,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1415,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1416,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1417,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1418,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1419,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1420,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1421,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1422,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1423,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1424,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1425,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1426,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1427,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1428,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1429,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1430,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1431,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1432,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1433,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1434,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
1435,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
